Country or Area,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)"
Aruba,1985,94210.05587,22433896.09,6979864.804,26691852.51,183700731.3,411918907.3,31721074.3,147277143
Aruba,1986,99248.60335,23625535.75,7357670.95,28121157.54,193505443,433890810.1,33426834.64,155112590.5
Aruba,1987,119320.1117,28411035.75,8902505.028,33814748.04,233010054.2,521907791.6,40190990.5,186361643
Aruba,1988,145960.3352,34771949.72,10731211.73,41340951.96,284215431.3,638035163.7,49113764.8,228447105.6
Aruba,1989,170282.1229,40492014.53,12646656.98,48256231.28,331892176,744121000.6,57397608.38,265912687.7
Aruba,1990,187011.1732,44564813.41,14220681.01,53029050.28,366947125.1,819261343,63011208.94,291522134.1
Aruba,1991,213481.5642,50935202.23,14998405.03,60362433.52,412107009.5,931451535.8,71612415.64,336220993.3
Aruba,1992,235239.6648,55632339.11,17996921.79,66774105.59,459809432.4,1027022741,79705792.18,364865831.8
Aruba,1993,263457.5419,63185214.53,21444606.7,74842454.19,527367759.2,1162821930,88661370.39,408501674.3
Aruba,1994,306011.7318,73279524.58,16212314.53,85786606.15,561707992.7,1319026414,101291606.1,496654672.6
Aruba,1995,306011.7318,70461081.01,29086800,87865081.01,620153050.3,1338462705,106753408.4,452924072.6
Aruba,1996,306011.7318,76567708.38,29563632.96,87142356.98,657343838.5,1396163463,100795078.2,474008469.3
Aruba,1997,306011.7318,106631102.8,32424629.61,102398773.7,721209938.5,1539271260,115194375.4,493531058.1
Aruba,1998,306011.7318,117435135.2,39577121.23,115149196.6,772528522.3,1685346452,117677012.8,562250572.6
Aruba,1999,301421.2291,83801712.29,52942744.13,128946660.3,819577435.2,1739116408,121693920.1,584795259.2
Aruba,2000,350638.5475,95202315.64,62717816.2,141288783.8,889049746.4,1894038481,138223320.1,629923676.5
Aruba,2001,355118.9944,84771148.04,63519276.54,157036721.2,942195514,1938829077,146884755.3,607585819.6
Aruba,2002,356451.3966,84703686.03,63757555.87,150625243.6,967143357.5,1949829491,155412005.6,591588747.5
Aruba,2003,370336.8715,101236110.6,66241214.53,169209848,998789889.4,2006290936,152212405.6,584472345.3
Aruba,2004,398325.1397,115706489.9,71262659.78,199267360.9,1071300826,2201558806,158427022.9,656458779.9
Aruba,2005,411330.7263,125035537.4,73584835.2,221246273.2,1111627872,2293653119,164286047.5,671046058.7
Aruba,2006,435148.6034,149797440.2,77837230.17,234810027.4,1159969639,2370738263,173105368.7,652620639.1
Aruba,2007,480973.743,161699725.7,86031124.58,256894389.4,1215798063,2526888195,181105419,710909624
Aruba,2008,486278.2123,145458446.9,86980498.88,268312295.5,1296031117,2684504007,194987334.6,779228535.2
Aruba,2009,511421.7877,109039462.6,87258969.27,187639477.7,1297472417,2417265340,194935695.5,627666865.4
Aruba,2010,506270.9497,98181410.06,86377305.59,191304534.1,1302646297,2413569332,192752464.2,628178357
Aruba,2011,541564.2458,117748921.8,92401134.08,185369181.6,1334199121,2524212522,208163187.7,678190545.3
Aruba,2012,530669.2737,118876927.4,93124745.81,193020910.6,1312103616,2509721897,209765289.9,675424484.4
Aruba,2013,558659.2179,116770949.7,90541899.44,184396648,1360893855,2558150838,213407821.2,682122905
Aruba,2014,558659.2179,122625698.3,97513966.48,186340782.1,1387150838,2612877095,210055865.9,706145251.4
Aruba,2015,558659.2179,136860335.2,106687150.8,241324022.3,1397206704,2763659218,240223463.7,747486033.5
Aruba,2016,558659.2179,147564245.8,111251396.6,245888268.2,1431284916,2817474860,239664804.5,752513966.5
Aruba,2017,558659.2179,144178770.9,121703910.6,248519553.1,1479329609,2890463687,236312849.2,781564245.8
Aruba,2018,600600.5587,153545245.8,121586013.4,263598297.8,1543060049,3034813927,256690846.9,817318887.2
Australia,1970,2604713946,3524614191,9543897806,12349830809,13476618219,40010182857,3467088690,4587317003
Australia,1971,2988583357,3994446551,10453262897,13760958262,15609339980,45444280595,3937681875,5153270569
Australia,1972,4286900839,4701438983,12093828805,16040414233,19038149821,54734142586,4567916343,6099322363
Australia,1973,6962880072,6526568457,16781543767,22364554743,27291410942,78249783481,6302849777,8801519490
Australia,1974,6154313464,8474224322,19821841795,26851379343,35132433476,95223304877,7726823512,10884130762
Australia,1975,5765608242,9254504200,20650945535,29090462589,38714211806,1.03E+11,8438300778,11660929296
Australia,1976,5998725316,9586580785,21699204916,30942029542,41857272906,1.10E+11,8963792495,12314477300
Australia,1977,5328868165,9410515228,21140565330,30548274319,42282695497,1.08E+11,8749971261,11988654005
Australia,1978,8793730931,10382139238,23791592327,35472670221,49110192110,1.27E+11,10068592019,13541525449
Australia,1979,9900680990,11085514405,26309541866,40322872773,54620078181,1.42E+11,11568445148,14161825154
Australia,1980,9671318072,13396931345,30697512337,47783332930,64353671686,1.65E+11,13038598626,16355022505
Australia,1981,10266661466,15004628523,34501283903,53921397235,74685032355,1.87E+11,14862747525,18359369128
Australia,1982,7153542334,12606909783,31178740724,51673647929,72849187407,1.80E+11,15855895836,19704368753
Australia,1983,9902706571,12067821848,31077077972,52401364434,70922152224,1.82E+11,16349218866,19950509448
Australia,1984,9716579765,13426613600,33162625268,56056649557,75971925751,1.95E+11,17710895139,22402437507
Australia,1985,7641495583,11980174387,28792445115,48465484003,66544746183,1.70E+11,15324998571,20478180143
Australia,1986,7896099118,12761605896,28903029822,47019980149,72452141535,1.79E+11,16253270937,22351239855
Australia,1987,9934553689,14654210492,33663404808,53713071322,89061375370,2.14E+11,19752476067,26545920634
Australia,1988,13081215448,19431779286,41066921004,63445810881,1.14E+11,2.69E+11,24779189855,34642719118
Australia,1989,13442230593,22016505922,44490865335,70504693196,1.26E+11,2.96E+11,26038341606,37908529465
Australia,1990,10296187782,21666488862,41047364545,68349825795,1.31E+11,2.98E+11,27197860100,39173130515
Australia,1991,10047860867,19322210155,41799225839,69655769172,1.35E+11,3.02E+11,28926061355,39083756192
Australia,1992,10627560469,18494496254,42342797761,69427617753,1.36E+11,3.02E+11,28005762623,39560140957
Australia,1993,10607523664,18421553694,42266211511,66984686106,1.31E+11,2.94E+11,27375285605,39164671962
Australia,1994,10925966657,21743726471,47955371988,74492369163,1.50E+11,3.33E+11,30940577018,44767656877
Australia,1995,13266544727,23197365519,49966920738,78700105446,1.61E+11,3.59E+11,33291266148,49178207345
Australia,1996,14093838934,26095904883,53602758772,83811779559,1.83E+11,3.99E+11,37193335751,54643558649
Australia,1997,13264261010,25796731434,54536211017,85225400407,1.86E+11,4.02E+11,37788151821,53900161795
Australia,1998,11926537305,23418354366,46665207827,72796794462,1.68E+11,3.59E+11,34228565266,48448691599
Australia,1999,13304945321,26960224523,49455143714,78139294816,1.86E+11,3.93E+11,36105035646,52504919514
Australia,2000,14320859294,21075740944,44978432615,75739784481,1.79E+11,3.73E+11,34039942178,49017679071
Australia,2001,15401544137,22232882540,41193880863,69956567108,1.70E+11,3.57E+11,32076981860,47084410320
Australia,2002,12570070291,26531019729,47304560427,78184794051,1.91E+11,3.97E+11,35941729770,53102787871
Australia,2003,17099525103,36767935094,60814669213,96970378269,2.45E+11,5.10E+11,46267166839,68092635939
Australia,2004,19558706456,45927475772,70113494919,1.21E+11,2.99E+11,6.23E+11,56890500293,81016214348
Australia,2005,20748799772,51103751636,75232536236,1.44E+11,3.36E+11,7.01E+11,61001624063,87991864414
Australia,2006,18010149353,57391208044,75939018752,1.53E+11,3.65E+11,7.55E+11,67408727667,93813623225
Australia,2007,23038769614,69546408272,90589483065,1.83E+11,4.42E+11,9.11E+11,79985105506,1.14E+11
Australia,2008,24223724918,76547272709,89212324219,2.09E+11,4.78E+11,9.88E+11,82042255982,1.18E+11
Australia,2009,22301707654,76056661260,81084001968,1.79E+11,4.73E+11,9.45E+11,79833016163,1.14E+11
Australia,2010,29582827469,96271234907,95530976247,2.47E+11,6.01E+11,1.21E+12,98048039149,1.43E+11
Australia,2011,34873938431,1.20E+11,1.09E+11,2.86E+11,7.22E+11,1.45E+12,1.17E+11,1.71E+11
Australia,2012,36250737873,1.28E+11,1.05E+11,2.72E+11,7.57E+11,1.49E+12,1.22E+11,1.77E+11
Australia,2013,34201125749,1.25E+11,98121038159,2.69E+11,7.35E+11,1.44E+12,1.14E+11,1.65E+11
Australia,2014,34746958232,1.19E+11,92117704508,2.27E+11,7.19E+11,1.37E+12,1.10E+11,1.57E+11
Australia,2015,29813906028,99030849912,76021891869,1.80E+11,6.24E+11,1.16E+12,93100373052,1.36E+11
Australia,2016,35583930031,99758107180,75868227523,2.08E+11,6.46E+11,1.22E+12,94361196258,1.39E+11
Australia,2017,36778465569,1.07E+11,81815167045,2.33E+11,6.97E+11,1.32E+12,98594522843,1.48E+11
Australia,2018,37302807952,1.12E+11,85530184533,2.27E+11,7.19E+11,1.35E+12,1.05E+11,1.55E+11
Austria,1970,1070624590,1274548516,4398664412,5011171290,3590158704,14464941177,1252595100,2265842978
Austria,1971,1086434178,1596314261,5089526769,5718958966,4193556444,16719788222,1410951607,2713572767
Austria,1972,1318676804,2148302957,6179610767,6981026724,5042504556,20602150345,1750562221,3361077082
Austria,1973,1729933786,2628412395,7684478894,8776034354,6626924284,25680247558,2191891888,3727050852
Austria,1974,1910846322,3141316206,9202476300,10551280028,8148516609,30860714722,2523213823,4585541733
Austria,1975,2050192904,3597373769,9728838420,11357743479,10037690135,35447344893,2947743815,5456600789
Austria,1976,2193628859,3220526971,9559573314,11384965638,11233663189,38144935865,3479915904,6632235305
Austria,1977,2273317597,3959244265,11147996269,13361875348,13828771417,45686757882,4220281004,8043268253
Austria,1978,2739288048,4764693500,13643877376,16234659459,17219370342,55139924163,4880452029,9301460785
Austria,1979,3171265494,5443097355,15787795770,18896760946,20368766247,65788304354,6162859800,11745554513
Austria,1980,3550043812,6091052632,17398376231,20935760100,22831656637,72977305638,6734249507,12834542949
Austria,1981,2817764745,5185452297,14741583006,17932571823,20478957666,63065118593,5729930095,10920441967
Austria,1982,2598632121,4986456131,14352311555,17654140600,21318630068,63369567726,5785444959,11026263848
Austria,1983,2460832737,4943826552,14467214514,17626980151,21973610806,64009125431,5851580014,11152295171
Austria,1984,2435444397,4172789780,13389346212,16300503634,21255111150,59785861222,5376045936,10245966326
Austria,1985,2175440746,4293158863,13889684930,16833838372,21961288823,61208238373,5486996780,10457514789
Austria,1986,3195843360,5983096174,19815585489,23984380817,31671273417,87714066845,7873580186,15005892891
Austria,1987,3970423247,7684951825,24103711745,29259770548,40368446317,1.10E+11,9876383355,18822808735
Austria,1988,4064619404,8285222060,26006646163,31072501629,43197823274,1.18E+11,10724586315,20440231835
Austria,1989,4008512674,8040535763,25827567522,30936722260,43265409377,1.18E+11,10814172260,20609634355
Austria,1990,5155707566,10462575877,32596254284,38746748336,53958128298,1.48E+11,13600127262,25919115186
Austria,1991,4885717891,11584870885,33318504148,39692222193,56776079957,1.54E+11,14247157202,27157502000
Austria,1992,4785763680,13236157869,36048552436,43365668843,65580518127,1.73E+11,15954532831,30400190467
Austria,1993,4196591785,13150049142,33238976055,40731802613,66699858782,1.69E+11,15314140530,29185720228
Austria,1994,4827185427,14871467984,35328491440,42962853624,71237370436,1.81E+11,16218286795,30932842047
Austria,1995,5203392408,17327557279,43162918499,52220356670,86204073683,2.17E+11,19227043171,36592886080
Austria,1996,4703705510,17346748397,41835023160,50871656127,85067060452,2.12E+11,18632045592,35529989551
Austria,1997,4054607082,15104930689,37883476726,45914476132,76204209695,1.90E+11,16573613758,31684272153
Austria,1998,3914056155,15571266689,38689494188,46654575175,78081516976,1.95E+11,17726961598,32662327690
Austria,1999,3740302557,15217776393,38855433822,46523291113,77636088228,1.93E+11,17665329388,32250735494
Austria,2000,3241880688,13182963897,35846987403,42481421226,70986595582,1.76E+11,15854373308,29878952553
Austria,2001,3296901146,12528129502,36193600057,43137913755,71060921155,1.76E+11,16319290208,30010156509
Austria,2002,3334764898,13299466222,37826734700,45143254210,77747776971,1.90E+11,18133188817,32782499988
Austria,2003,3904172243,17025449545,45672459960,54933874822,95992551077,2.34E+11,22107285178,39941495860
Austria,2004,4442966854,19372930286,52168408113,62999472289,1.11E+11,2.68E+11,24678760562,45690426080
Austria,2005,3979281699,19690717803,55002885142,65854835099,1.17E+11,2.81E+11,26057702830,48028316669
Austria,2006,4378473482,20240877553,59883420851,71345535973,1.25E+11,3.00E+11,27337879442,51529376344
Austria,2007,5505110263,23863133223,70558053754,83303840824,1.44E+11,3.47E+11,31153041009,59285911276
Austria,2008,5775722954,26615648274,74949136327,89396925058,1.62E+11,3.84E+11,34587116838,66269614584
Austria,2009,4588970580,24251053736,65472229978,78958566787,1.54E+11,3.57E+11,31905163377,62601938863
Austria,2010,4966565223,22678848398,64578049123,77390928641,1.51E+11,3.49E+11,30626375210,62402205161
Austria,2011,6043940012,24295061324,71547041245,85413986611,1.65E+11,3.84E+11,34073623397,68971123448
Austria,2012,5521309686,23163841984,68399084746,81788093702,1.57E+11,3.64E+11,32158879316,64827347814
Austria,2013,5396163385,24623785313,70942971005,85151003328,1.67E+11,3.83E+11,34408795145,66244840669
Austria,2014,5307226845,25153107173,73194626824,86957618692,1.72E+11,3.94E+11,36007938482,68663061593
Austria,2015,4313737417,21265423864,63725490950,74856828215,1.50E+11,3.41E+11,31176454952,59030922183
Austria,2016,4392583736,22072162224,67124637222,78384387740,1.55E+11,3.52E+11,32489456540,60398338861
Austria,2017,5033396153,24081323264,70624899434,82471052561,1.65E+11,3.73E+11,34425633048,62441850490
Austria,2018,5221318746,27224993077,77111841863,90065932643,1.78E+11,4.07E+11,37560458947,68884804937
Azerbaijan,1990,1754804100,507150869.3,1148887539,1443079182,1490868382,5930025015,519760161.5,214362321.1
Azerbaijan,1991,2067042959,397158452,1114636531,1587749112,1576475607,6290992009,406594182.6,255971695.7
Azerbaijan,1992,1399051109,366229935.6,1158878611,1566410651,1085015239,4964582617,271019406.6,276856276
Azerbaijan,1993,1135144728,292027703.5,746141128,1049097690,1264669189,4281880069,327362109.1,213578650.5
Azerbaijan,1994,1107786223,239987173,433402482,711189460.3,879392160.1,3559115797,413481019.9,207279760.8
Azerbaijan,1995,775631654.2,110254878.7,355350347.3,861652959,465018045.3,2921252433,526238179.8,182456716.1
Azerbaijan,1996,787645764.1,284396551.9,331297949.8,832694302.8,481263759,2889368862,319916645.5,183451838.6
Azerbaijan,1997,792224672.7,444613052.5,332591036,1014204454,793158802.8,3709496971,409370809.9,255925179.6
Azerbaijan,1998,801624845.9,554162887.4,370121628.3,994470359.9,1151599729,4303584452,524816472,276910157.1
Azerbaijan,1999,837310424,479320770.5,276784919.7,1314140952,982567700.4,4420142193,483031311.8,323771034.7
Azerbaijan,2000,842488734.1,331037575.1,279047182.9,1919039749,915234559.5,4982785890,623620359.9,351364911.6
Azerbaijan,2001,841140223.6,320877531.9,353155926.2,2159859575,979836335.2,5315458495,569435555.6,444309274.2
Azerbaijan,2002,864449759.3,522350228,463419672.8,2343893833,943943734,5768851507,604338003.5,489875949
Azerbaijan,2003,898164113.7,785335014.2,628460534.4,2725799212,1101616759,6775365253,715198122.7,549252030.9
Azerbaijan,2004,947375864.8,1039435536,719042674,3337146023,1336239465,8139648946,813530553.5,665921503.6
Azerbaijan,2005,1203590781,1191849980,859299719.4,6559934675,1516996132,12320966004,970149806.3,878444629.4
Azerbaijan,2006,1487948335,1617894778,1211266502,12052560594,2262030679,20050142986,1391132079,1238576521
Azerbaijan,2007,2215298051,2127198876,1647198209,19725475319,2912283724,31217290259,2417949461,1819084828
Azerbaijan,2008,2733625218,3408268342,2298752426,28692110810,5143864763,46285776263,3263919299,3043987831
Azerbaijan,2009,2711551620,3177846435,2447550128,21784726398,6618574657,41504219628,3821925477,3389595040
Azerbaijan,2010,2921073943,4285429515,2506571980,27337195540,6895159783,49322245063,3937332586,3946053697
Azerbaijan,2011,3347531422,5243853836,2630411299,35470663284,8487166671,62082873264,4416563397,5117094655
Azerbaijan,2012,3581386948,7010669641,2955277469,34418074286,9927634658,65362443799,4631479080,5793199187
Azerbaijan,2013,3979651415,8608472154,3126413743,33703397863,11710667917,69217535846,4564196972,6651149525
Azerbaijan,2014,4002307651,9503950736,3541542492,30814658044,12991945534,69613404773,4751465390,7549077418
Azerbaijan,2015,3278858710,6343675116,2648932112,17482951941,10462501023,48333738810,4225798258,6539953762
Azerbaijan,2016,2122425402,3972434859,1852704163,14036283261,6624150592,34782822360,3217227922,4810300325
Azerbaijan,2017,2291542861,3922134134,1920512900,16389286985,6746865526,37959049305,3406201460,5203018339
Azerbaijan,2018,2464740542,3737492770,2263448398,20768855207,7021872335,43275516907,3691375575,5591180479
Bahamas,1970,15262937.29,44721452.26,21067386.89,49593068.46,321898035.1,680784696.7,44342779.32,204966424.3
Bahamas,1971,15816384.02,46336921.05,21827260.02,51380767.05,333509407.3,705358228.7,45943823.05,212370926.2
Bahamas,1972,17012692,49833586,23475209,55261500,358699414,758626186,49413237,228405757
Bahamas,1973,19460236,57029701,26865616,63241710.01,410483475,868130767.1,56545425,261370221
Bahamas,1974,23588921.02,69104014.07,32554497.03,76635947.08,497429795.5,1052010172,68522253.07,316729241.3
Bahamas,1975,22007427.02,64512086.06,30391502.03,71541951.07,464344891.5,982022717,63963215.06,295653146.3
Bahamas,1976,24281629.02,71090040.07,33478586.03,78799557.08,511542938.5,1082018561,70481227.07,325823170.3
Bahamas,1977,25821494.03,75574733.08,35607400.04,83832535.08,544155521.5,1150794577,74955530.07,346454762.3
Bahamas,1978,30032190.03,88218342.09,41562001.04,97829825.1,634868687.6,1342563947,87444315.09,404170586.4
Bahamas,1979,36446479.04,106576025.1,50214313.05,118228722.1,767464590.8,1623079660,105717860.1,488645982.5
Bahamas,1980,43560128.04,128099986.1,60349962.06,142043338.1,921729984.9,1949162696,126952743.1,586776515.6
Bahamas,1981,45770116.05,133175422.1,62606517.06,147270719.1,956900809,2025713502,131997742.1,610598691.6
Bahamas,1982,51574795.05,150716090.2,71177270.07,167797706.2,1088578324,2300112414,149758715.1,691686781.7
Bahamas,1983,56150230.06,167972279.2,79112601.08,186009811.2,1205762156,2549145966,166014148.2,767237341.8
Bahamas,1984,62028469.03,174938274.1,81709887.03,191877563.1,1251669200,2658299196,173450385.1,804335306.3
Bahamas,1985,62972430,186482730,89290156,211867898,1368137507,2874506222,186710325,858335332
Bahamas,1986,64761150,208196632,97279138,226917492,1467403380,3107523473,202528765,937716054
Bahamas,1987,71917621,241885432,110194726,257767895,1595736279,3448855765,225464597,1056083942
Bahamas,1988,66187859,206553162,106748429,260954680,1970370163,3910504152,256926184,1149512104
Bahamas,1989,61612460,275572258,119975668,265255225,2092082612,4405583022,298759458,1412301009
Bahamas,1990,69914138,260443241,109932043,259441084,2102997532,4556220915,319055617,1544369304
Bahamas,1991,88217840,247443492,136410691,317167788,2221655217,4381082958,286349806,1220248815
Bahamas,1992,82816748,236573012,123719201,329789744,2370723722,4446434815,281478728,1145052862
Bahamas,1993,76115392,161600324,120340891,320566091,2480495239,4578552373,284262201,1255513124
Bahamas,1994,87217638,195332430,122349616,380223684,2613135721,4815385848,300731085,1238745291
Bahamas,1995,97219660,186591220,110571183,387634266,2748988073,5077879756,303746514,1353700024
Bahamas,1996,93668942,242568586,161556276,416573398,2830174107,5388686984,330305487,1475396464
Bahamas,1997,98900000,401300000,148600000,403500000,3084300000,5769800000,359300000,1422500000
Bahamas,1998,94200000,467900000,136400000,398400000,3252500000,6216100000,422500000,1580600000
Bahamas,1999,97400000,408000000,210100000,483800000,3893900000,7145000000,430300000,1831600000
Bahamas,2000,108600000,458000000,233200000,523200000,3811400000,7362900000,488300000,1973400000
Bahamas,2001,99700000,337900000,184000000,455300000,4136200000,7742900000,530800000,2183000000
Bahamas,2002,134400000,397900000,224300000,545000000,4444400000,8266100000,624800000,2119600000
Bahamas,2003,119500000,452400000,214000000,511800000,4427800000,8310000000,678100000,2120400000
Bahamas,2004,105200000,388500000,243300000,548100000,4566700000,8493500000,673100000,2211900000
Bahamas,2005,104700000,530800000,235200000,532400000,4822500000,9250200000,749400000,2510400000
Bahamas,2006,119000000,653300000,256400000,539700000,4761900000,9336900000,706500000,2556500000
Bahamas,2007,116100000,445200000,243700000,538000000,5341800000,9831400000,714700000,2675600000
Bahamas,2008,109800000,579100000,220900000,514500000,5257800000,9747200000,730500000,2555500000
Bahamas,2009,90800000,507800000,208900000,491400000,5025300000,9304100000,740100000,2448700000
Bahamas,2010,110800000,648400000,214800000,512600000,5120100000,9456900000,674800000,2390200000
Bahamas,2011,110000000,698200000,220700000,514800000,5077500000,9359600000,727500000,2231600000
Bahamas,2012,115000000,795400000,315800000,601900000,5155100000,9760700000,813500000,2279800000
Bahamas,2013,97200000,772600000,273900000,591000000,5078100000,9701800000,951100000,2211800000
Bahamas,2014,93400000,838600000,296400000,654400000,5212100000,10153600000,1082800000,2272300000
Bahamas,2015,96500000,693300000,289400000,693500000,5583700000,10620500000,1091400000,2462100000
Bahamas,2016,104200000,786100000,390900000,813500000,5643400000,10817200000,997300000,2472700000
Bahamas,2017,95900000,917800000,406900000,775000000,5826600000,10716300000,914900000,2186100000
Bahamas,2018,110700000,830300000,367100000,785200000,5812300000,10945200000,904100000,2502600000
Bahrain,1970,3467685.171,41538801.78,42332432.48,151407201.1,119384655.4,383375930.2,19720798.44,47856786.21
Bahrain,1971,3749462.762,46415862.08,45023610.25,161849527.9,129588252.1,414893856.9,21411492.18,51879257.79
Bahrain,1972,4775730.93,53622626.22,58564431.86,208995160.2,161380959.2,519654053.5,26672756.78,64206815.59
Bahrain,1973,6655281.024,82124279.4,82219509.91,293262029.7,232548241.1,747006167.1,38383630.38,94032708.05
Bahrain,1974,9335428.407,126655472.3,106571378.9,389232949.3,326360767.4,1035703015,53961840.84,130156556.5
Bahrain,1975,10028596.74,78891178.45,130444705.8,456319963.2,316338493.8,1037261244,52335582.94,123347431.4
Bahrain,1976,12890679.36,206231840.4,163117212.1,580863308,499221328.4,1592471923,82082079.08,211182692.6
Bahrain,1977,19094849.03,323116406.7,169023311.4,672449270,668455277.8,2050640713,111049397.5,256475516.9
Bahrain,1978,21692418.93,338725663.3,190965078.4,755638588.1,889152812.1,2407072419,132463950.4,269398986.4
Bahrain,1979,25736083.96,385899599.2,290934027.4,964397777.2,975521488.7,2803732195,170783690.8,281393553
Bahrain,1980,28556212.99,260846617.4,403030046.2,1553640030,1201143183,3610038373,206348256.1,359504070.6
Bahrain,1981,33153047.96,339356897.2,435071168.7,1676916696,1652797095,4331094400,256421535.3,372449131.3
Bahrain,1982,36418122.44,430411745.8,365821086.1,1542603217,2123564402,4879958564,324159386.5,422801695.3
Bahrain,1983,40687832.56,443004437.3,359584277.6,1403998389,2231076626,4966238553,375116259,472355014.6
Bahrain,1984,41190151.64,505967894.2,393134005.8,1461267443,2421266261,5180805405,373069798.3,378043859.5
Bahrain,1985,41190151.6,431703303.2,298506563.8,1457506234,2265996404,4854270676,339507840.4,318366744.7
Bahrain,1986,41190151.6,331930438.8,353132404.3,1015244923,2028731202,4010161359,302671547.9,290393098.4
Bahrain,1987,40185513.3,280268111.7,410554055.9,1068893846,1853017801,3842502811,286299861.7,313837678.2
Bahrain,1988,38427396.28,290923468.1,507332122.3,1088990319,2228865987,4309644093,301443670.2,360993255.3
Bahrain,1989,39683194.15,282851228.7,499374813.8,1224399625,2257718093,4481993314,312085266,365255906.9
Bahrain,1990,35915803.19,303839047.9,541742101.1,1510780809,2270826157,4802304410,286913797.9,394028800.5
Bahrain,1991,36920441.49,296089699.5,570990582.4,1451548657,2303108391,4931401668,394557635.6,449176848.4
Bahrain,1992,41692470.74,326441316.5,541096912.2,1422359074,2565029487,5279702545,388418252.7,535761946.8
Bahrain,1993,46726139.64,337968480.5,670578772,1595398804,2858925314,5800141093,410709543.7,550412813.7
Bahrain,1994,46172701.11,354823338.9,876906993.9,1781247373,2987999642,6274725964,445085209,659397697
Bahrain,1995,49940096.96,333425164.2,1061946149,2068436825,3095652737,6660514192,465890387.2,647168981.1
Bahrain,1996,56287464.97,317441439.7,940306443,2158391777,3314796720,6939831321,448018347.2,644895566.4
Bahrain,1997,53467201.79,287604651.8,966794778.8,2286450636,3490312253,7168203444,459819564.1,590549137.4
Bahrain,1998,54651710.24,266036372.3,808124774.7,1789146899,3647974819,6829294628,527759018.1,543725809.5
Bahrain,1999,56189521.73,265454448.2,834776671.3,2182446940,3780680010,7430532614,532734737,613026959.5
Bahrain,2000,57758840.43,312458992,970475164.9,3355974380,4033483997,8914547899,572202063.8,582669625
Bahrain,2001,56409640.96,358297367,1017766077,3138371705,4017063338,8822856699,619271484,633443164.9
Bahrain,2002,54623183.51,411665734,1095734785,3340474495,4235954625,9468814957,690318204.8,735778718.1
Bahrain,2003,58175739.36,509011859,1284952614,3875627846,4959019981,10942343418,726724537.2,813783454.8
Bahrain,2004,51340585.11,783421353.7,1586839258,4363101894,5862413436,12998246665,811583391,1126386003
Bahrain,2005,51565481.38,1128600085,2041097104,5640842559,6821940612,15810849146,869978914.9,1297921489
Bahrain,2006,49722579.79,1552594003,2451286912,6827015702,7466965404,18322359670,1019898830,1406163146
Bahrain,2007,63518720.74,1918664620,3143671928,8059289707,8818939053,21517100199,1133774910,1522913191
Bahrain,2008,68088093.09,2352058051,3881450673,10608225303,9401833899,25448510045,1343299154,1675005543
Bahrain,2009,77367901.6,1812650160,3207160066,8073731761,9589543271,22716651189,1467391519,1695966577
Bahrain,2010,76535904.26,1914303191,3723856383,9650500000,10187407181,25444637234,1720981383,1894909574
Bahrain,2011,83703191.49,1779335106,4330191402,12470011513,10707787801,28531626165,1759034723,1731753824
Bahrain,2012,84789095.74,1843029255,4568765250,12777975918,11884911452,30444720035,1933188910,1920825404
Bahrain,2013,89418928.19,1936014362,4821438604,13665173545,12499157008,32234239944,2032191008,2012285096
Bahrain,2014,100131031.9,2125984309,4984187481,13405973947,13202268388,33151704787,2196996165,2120350947
Bahrain,2015,98193085.11,2298936170,5398138298,10244342202,13660456532,30835459920,2339555851,2193976080
Bahrain,2016,107078457.4,2544417553,5835425532,10158541088,14518405721,32006821324,2416077971,2262300532
Bahrain,2017,103107797.9,2871395484,6564587529,11767486492,15356176521,35096822931,2547353301,2451303335
Bahrain,2018,108892183.5,3100619213,6660700984,13295202652,15742905883,37484993790,2777085896,2460287963
Bangladesh,1970,2437216085,221597954.7,492254814.4,511018945.6,1148621040,5830546238,569284558.5,942807654.9
Bangladesh,1971,2052171610,149665126.3,418769082.9,431789387.9,1144928512,5327520156,569883858.8,979081661.6
Bangladesh,1972,2669532582,158397440.9,338706326.2,351726165.7,1037376458,5673979432,511703598.1,945243186.8
Bangladesh,1973,2764452641,297077005.4,789638349.9,814844297.7,1124094582,6351337598,557323133.4,793545938.4
Bangladesh,1974,3399452528,287158317.2,1067516004,1094513347,1181037770,7697663140,595871851.2,1139629326
Bangladesh,1975,4136608394,267796224.7,898309661.9,916533543.9,1011609831,7924465240,484124728.1,1107792519
Bangladesh,1976,3875922224,360060178.3,1295293292,1323179635,1472492798,8989575179,690311014.1,1267609329
Bangladesh,1977,3763788430,449516614.8,1558961294,1614910590,1670498900,9527214793,777647788.1,1250852470
Bangladesh,1978,4986560531,531463906,1895475328,1983775524,1956623985,12252473273,1010333034,1783716294
Bangladesh,1979,5444517546,817692798.2,2148249255,2237948729,2367540022,14161245747,1318351234,1975195418
Bangladesh,1980,5680732351,793135900,2770067638,2866430547,3024261671,16290710455,1512421996,2413727990
Bangladesh,1981,5725338881,952239874.1,2724046219,2790046893,3061418810,16364405054,1645459807,2189900790
